group;week;zscore
65P;2022-38;5.09
65P;2022-39;9.82
65P;2022-40;10.91
65P;2022-41;11.16
65P;2022-42;10.93
65P;2022-43;8.31
65P;2022-44;3.43
65P;2022-45;4.72
65P;2022-46;5.61
65P;2022-47;7.2
65P;2022-48;9.21
65P;2022-49;15.19
65P;2022-50;22.21
65P;2022-51;30.82
65P;2022-52;26.35
65P;2023-01;19.48
65P;2023-02;9.1
65P;2023-03;-4.29
85P;2017-05;20.68
85P;2017-06;15.14
85P;2017-07;12.43
85P;2017-08;9.32
85P;2017-09;5.94
85P;2017-10;2.11
85P;2017-11;-0.75
85P;2017-12;-2.65
85P;2017-13;-2.01
85P;2017-14;-3.22
85P;2017-15;-2.46
85P;2017-16;-3.21
85P;2017-17;1.18
85P;2017-18;0.9
85P;2017-19;0.53
85P;2017-20;1.18
85P;2017-21;0.89
85P;2017-22;-0.22
85P;2017-23;-2.18
85P;2017-24;1.61
85P;2017-25;4.46
85P;2017-26;0.26
85P;2017-27;2.56
85P;2017-28;-0.02
85P;2017-29;1.57
85P;2017-30;0.79
85P;2017-31;3.99
85P;2017-32;2.82
85P;2017-33;1.76
85P;2017-34;2.03
85P;2017-35;0
85P;2017-36;-2.93
85P;2017-37;-1.42
85P;2017-38;0.36
85P;2017-39;1.8
85P;2017-40;1.37
85P;2017-41;2.18
85P;2017-42;-0.31
85P;2017-43;-1.72
85P;2017-44;-2.19
85P;2017-45;-1.26
85P;2017-46;0.31
85P;2017-47;0.63
85P;2017-48;-0.33
85P;2017-49;3.12
85P;2017-50;4.9
85P;2017-51;6.14
85P;2017-52;9.59
85P;2018-01;15.52
85P;2018-02;12.92
85P;2018-03;11.82
85P;2018-04;9.29
85P;2018-05;7.8
85P;2018-06;8.13
85P;2018-07;11.77
85P;2018-08;14.57
85P;2018-09;20.27
85P;2018-10;22.42
85P;2018-11;15.9
85P;2018-12;12.1
85P;2018-13;9.44
85P;2018-14;6.65
85P;2018-15;4.18
85P;2018-16;1
85P;2018-17;-2.26
85P;2018-18;-3.11
85P;2018-19;-1.77
85P;2018-20;-2.87
85P;2018-21;-0.81
85P;2018-22;0.07
85P;2018-23;-2.11
85P;2018-24;-2.7
85P;2018-25;-0.42
85P;2018-26;2.53
85P;2018-27;3.8
85P;2018-28;0.89
85P;2018-29;3.63
85P;2018-30;6.97
85P;2018-31;10.95
85P;2018-32;7.57
85P;2018-33;1.51
85P;2018-34;1.24
85P;2018-35;-1.29
85P;2018-36;-0.72
85P;2018-37;-1.92
85P;2018-38;0.09
85P;2018-39;-2.55
85P;2018-40;0.24
85P;2018-41;1.32
85P;2018-42;-2.57
85P;2018-43;-2.94
85P;2018-44;-1.21
85P;2018-45;-0.71
85P;2018-46;-3.23
85P;2018-47;-2.71
85P;2018-48;-2.64
85P;2018-49;-1.87
85P;2018-50;-2.79
85P;2018-51;0.28
85P;2018-52;-0.4
85P;2019-01;4.28
85P;2019-02;7.56
85P;2019-03;7.72
85P;2019-04;8.21
85P;2019-05;8.51
85P;2019-06;8.76
85P;2019-07;6.25
85P;2019-08;6.93
85P;2019-09;6.63
85P;2019-10;3.74
85P;2019-11;2.47
85P;2019-12;-0.05
85P;2019-13;-1.37
85P;2019-14;0.75
85P;2019-15;-0.92
85P;2019-16;1.04
85P;2019-17;1.78
85P;2019-18;0.28
85P;2019-19;0.08
85P;2019-20;1.13
85P;2019-21;1.28
85P;2019-22;1.46
85P;2019-23;1.14
85P;2019-24;1.12
85P;2019-25;1.23
85P;2019-26;5.16
85P;2019-27;3.1
85P;2019-28;2.27
85P;2019-29;1.87
85P;2019-30;10.36
85P;2019-31;2.01
85P;2019-32;1.72
85P;2019-33;-0.01
85P;2019-34;1.24
85P;2019-35;3.66
85P;2019-36;-2
85P;2019-37;-0.74
85P;2019-38;-0.17
85P;2019-39;0.91
85P;2019-40;-0.09
85P;2019-41;1.97
85P;2019-42;1.26
85P;2019-43;0.55
85P;2019-44;0.63
85P;2019-45;0.58
85P;2019-46;1.46
85P;2019-47;2.79
85P;2019-48;1.55
85P;2019-49;0.9
85P;2019-50;1.85
85P;2019-51;3.23
85P;2019-52;0.77
85P;2020-01;4.18
85P;2020-02;6.64
85P;2020-03;4.62
85P;2020-04;2.55
85P;2020-05;4.49
85P;2020-06;1.88
85P;2020-07;2.07
85P;2020-08;-1
85P;2020-09;0.69
85P;2020-10;2.01
85P;2020-11;4.09
85P;2020-12;11.82
85P;2020-13;26.13
85P;2020-14;43.57
85P;2020-15;44.3
85P;2020-16;34.45
85P;2020-17;23.39
85P;2020-18;13.53
85P;2020-19;9.02
85P;2020-20;2.79
85P;2020-21;4.14
85P;2020-22;0.23
85P;2020-23;0.22
85P;2020-24;-1.43
85P;2020-25;-1.05
85P;2020-26;3.63
85P;2020-27;0.54
85P;2020-28;0.69
85P;2020-29;1.61
85P;2020-30;3.1
85P;2020-31;6.84
85P;2020-32;5.91
85P;2020-33;12.06
85P;2020-34;4.76
85P;2020-35;1.6
85P;2020-36;1.58
85P;2020-37;3.14
85P;2020-38;5.44
85P;2020-39;1.22
85P;2020-40;4.25
85P;2020-41;3.61
85P;2020-42;5.06
85P;2020-43;12.07
85P;2020-44;14.76
85P;2020-45;18.36
85P;2020-46;19.4
85P;2020-47;17.91
85P;2020-48;17.36
85P;2020-49;18.31
85P;2020-50;19.7
85P;2020-51;18.78
85P;2020-52;18.4
85P;2020-53;19.52
85P;2021-01;22.39
85P;2021-02;24.89
85P;2021-03;26.48
85P;2021-04;21.82
85P;2021-05;14
85P;2021-06;8.7
85P;2021-07;6.18
85P;2021-08;0.21
85P;2021-09;-3.54
85P;2021-10;-2.01
85P;2021-11;-2.39
85P;2021-12;-1.88
85P;2021-13;-1.47
85P;2021-14;-0.91
85P;2021-15;-0.13
85P;2021-16;0.31
85P;2021-17;0.24
85P;2021-18;1.29
85P;2021-19;-1.01
85P;2021-20;-2.52
85P;2021-21;-1.64
85P;2021-22;0.33
85P;2021-23;-1.02
85P;2021-24;3.09
85P;2021-25;0.4
85P;2021-26;1.92
85P;2021-27;2.65
85P;2021-28;3.81
85P;2021-29;7.36
85P;2021-30;5.52
85P;2021-31;7.54
85P;2021-32;9.76
85P;2021-33;7.68
85P;2021-34;5
85P;2021-35;4.85
85P;2021-36;8.91
85P;2021-37;4.35
85P;2021-38;2.38
85P;2021-39;3.34
85P;2021-40;3
85P;2021-41;4.71
85P;2021-42;6.69
85P;2021-43;7.98
85P;2021-44;6.93
85P;2021-45;9.17
85P;2021-46;9.16
85P;2021-47;10.08
85P;2021-48;13.59
85P;2021-49;13.36
85P;2021-50;10
85P;2021-51;9.53
85P;2021-52;9.48
85P;2022-01;7.64
85P;2022-02;7.03
85P;2022-03;7.83
85P;2022-04;9.83
85P;2022-05;11.14
85P;2022-06;8.15
85P;2022-07;7.71
85P;2022-08;3.55
85P;2022-09;4.16
85P;2022-10;5.03
85P;2022-11;5.74
85P;2022-12;7.21
85P;2022-13;8.28
85P;2022-14;10.3
85P;2022-15;9.52
85P;2022-16;6.84
85P;2022-17;5.93
85P;2022-18;4.63
85P;2022-19;4.91
85P;2022-20;4.6
85P;2022-21;0.8
85P;2022-22;3.53
85P;2022-23;3.82
85P;2022-24;8.48
85P;2022-25;6.98
85P;2022-26;8.03
85P;2022-27;10.38
85P;2022-28;15.34
85P;2022-29;22.21
85P;2022-30;16.73
85P;2022-31;14.79
85P;2022-32;14.75
85P;2022-33;11.42
85P;2022-34;7.64
85P;2022-35;4.29
85P;2022-36;3.48
85P;2022-37;3.01
85P;2022-38;4.53
85P;2022-39;9.19
85P;2022-40;10.14
85P;2022-41;10.17
85P;2022-42;10.13
85P;2022-43;7.62
85P;2022-44;3.26
85P;2022-45;4.04
85P;2022-46;4.71
85P;2022-47;5.57
85P;2022-48;7.8
85P;2022-49;13.96
85P;2022-50;19.41
85P;2022-51;28.48
85P;2022-52;24.64
85P;2023-01;19.11
85P;2023-02;9.93
85P;2023-03;-2.26
