Variante;Datum;Anteil [%];Gruppenzuordnung
XBB.2.3;2022-09-21;0.0;XBB.x
XBB.2.3;2022-09-28;0.0;XBB.x
XBB.2.3;2022-10-05;0.0;XBB.x
XBB.2.3;2022-10-12;0.0;XBB.x
XBB.2.3;2022-10-19;0.0;XBB.x
XBB.2.3;2022-10-26;0.0;XBB.x
XBB.2.3;2022-11-02;0.0;XBB.x
XBB.2.3;2022-11-09;0.0;XBB.x
XBB.2.3;2022-11-16;0.0;XBB.x
XBB.2.3;2022-11-23;0.0;XBB.x
XBB.2.3;2022-11-30;0.0;XBB.x
XBB.2.3;2022-12-07;0.0;XBB.x
XBB.2.3;2022-12-14;0.0;XBB.x
XBB.2.3;2022-12-21;0.0;XBB.x
XBB.2.3;2022-12-28;0.0;XBB.x
XBB.2.3;2023-01-04;0.0;XBB.x
XBB.2.3;2023-01-11;0.0;XBB.x
XBB.2.3;2023-01-18;0.0;XBB.x
XBB.2.3;2023-01-25;0.0;XBB.x
XBB.2.3;2023-02-01;0.0;XBB.x
XBB.2.3;2023-02-08;0.0;XBB.x
XBB.2.3;2023-02-15;0.0;XBB.x
XBB.2.3;2023-02-22;0.0;XBB.x
XBB.2.3;2023-03-01;0.005;XBB.x
XBB.2.3;2023-03-08;0.001;XBB.x
XBB.2.3;2023-03-15;0.004;XBB.x
XBB.2.3;2023-03-22;0.0;XBB.x
XBB.2.3;2023-03-29;0.002;XBB.x
XBB.2.3;2023-04-05;0.007;XBB.x
XBB.2.3;2023-04-12;0.017;XBB.x
XBB.2.3;2023-04-19;0.021;XBB.x
XBB.2.3;2023-04-26;0.03;XBB.x
XBB.2.3;2023-05-03;0.056;XBB.x
XBB.2.3;2023-05-10;0.069;XBB.x
XBB.2.3;2023-05-17;0.074;XBB.x
XBB.2.3;2023-05-24;0.087;XBB.x
XBB.2.3;2023-05-31;0.115;XBB.x
XBB.2.3;2023-06-07;0.118;XBB.x
XBB.2.3;2023-06-14;0.108;XBB.x
XBB.2.3;2023-06-21;0.119;XBB.x
XBB.2.3;2023-06-28;0.104;XBB.x
XBB.2.3;2023-07-05;0.062;XBB.x
XBB.2.3;2023-07-12;0.078;XBB.x
XBB.2.3;2023-07-19;0.096;XBB.x
XBB.2.3;2023-07-26;0.016;XBB.x
XBB.2.3;2023-08-02;0.121;XBB.x
XBB.2.3;2023-08-09;0.05;XBB.x
XBB.2.3;2023-08-16;0.084;XBB.x
XBB.2.3;2023-08-23;0.092;XBB.x
XBB.2.3;2023-08-30;0.098;XBB.x
XBB.2.3;2023-09-06;0.063;XBB.x
XBB.2.3;2023-09-13;0.06;XBB.x
XBB.2.3;2023-09-20;0.076;XBB.x
XBB.2.3;2023-09-27;0.081;XBB.x
XBB.2.3;2023-10-04;0.069;XBB.x
XBB.2.3;2023-10-11;0.084;XBB.x
XBB.2.3;2023-10-18;0.085;XBB.x
XBB.2.3;2023-10-25;0.072;XBB.x
XBB.2.3;2023-11-01;0.075;XBB.x
XBB.2.3;2023-11-08;0.044;XBB.x
XBB.2.3;2023-11-15;0.029;XBB.x
XBB.2.3;2023-11-22;0.028;XBB.x
XBB.2.3;2023-11-29;0.015;XBB.x
XBB.2.3;2023-12-06;0.023;XBB.x
XBB.2.3;2023-12-13;0.013;XBB.x
XBB.2.3;2023-12-20;0.018;XBB.x
XBB.2.3;2023-12-27;0.016;XBB.x
XBB.2.3;2024-01-03;0.002;XBB.x
XBB.2.3;2024-01-10;0.003;XBB.x
XBB.1.9;2022-09-21;0.0;XBB.x
XBB.1.9;2022-09-28;0.0;XBB.x
XBB.1.9;2022-10-05;0.0;XBB.x
XBB.1.9;2022-10-12;0.0;XBB.x
XBB.1.9;2022-10-19;0.0;XBB.x
XBB.1.9;2022-10-26;0.001;XBB.x
XBB.1.9;2022-11-02;0.004;XBB.x
XBB.1.9;2022-11-09;0.001;XBB.x
